LDGS_CD,LDGS_NM,LDGS_ZIP_NO,LDGS_ROAD_NM_ADDR
24624,수유 호텔 수,01081,서울특별시 강북구 덕릉로19길 4 (수 호텔)
24625,부산 서면 W,47256,부산 부산진구 새싹로 25 (부전동)
24627,창원 상남동 호텔 V(브이),51495,경상남도 창원시 성산구 상남동 마디미로15번길 4
24628,종로 아마레,03139,서울특별시 종로구 수표로22길 7 (낙원동)
24634,당진 돌체,31769,충남 당진시 당진중앙2로 17-24  (읍내동)
24636,수원(인계동) JM(제이엠호텔),16490,경기도 수원시 팔달구 경수대로446번길 32
24639,천안 피카소,31110,충청남도 천안시 서북구 성정공원4길 13
24641,광주 운암동 테마,61263,광주광역시 북구 하남대로832번길 9-6 (운암동)
24644,서울대입구 바이올린.H,08787,서울특별시 관악구 남부순환로220길 31
24649,의정부 달동네,11693,경기도 의정부시 호국로1346번길 18 (의정부동)
24650,부산 재송동 제니스,48055,부산 해운대구 해운대로161번길 15 (재송동)
24662,부천 에스,14643,경기 부천시 원미로17번길 28 (심곡동)
24663,부산 구포 WOW,46500,부산 북구 낙동대로1739번길 12 (구포동)
24670,신촌 Cindy(신디),03779,서울 서대문구 연세로4길 18-12 (창천동)
24671,잠실 톰지,05543,서울특별시 송파구 오금로11길 21-12
24673,대전 용전 본(HOTEL BON),34549,대전광역시 동구 동서대로1683번길 84 (용전동)
24675,오산 블루오션,18136,경기도 오산시 오산로 251-5
24677,부천(상동) 시크릿,14543,경기 부천시 길주로77번길 19-8 (상동)
24678,부산 서면 LeeSunDeok Hotel,47353,부산광역시 부산진구 황령대로7번길 26
24679,신촌 나인스타,03779,서울특별시 서대문구 연세로2나길 7 (창천동)
24682,보령(대천) 블루,33489,충남 보령시 해수욕장10길 54 (신흑동)
24684,부산 서면 SS 홀딩스,47353,부산광역시 부산진구 황령대로7번길 28
24685,부산 범일동 TWO H(투에이치),48739,부산광역시 동구 조방로38번길 7-1
24693,김해 진영 와우,50869,경상남도 김해시 진영읍 김해대로 780
24694,순천 엠버서더 호텔,57997,전라남도 순천시 상사호길 130 (덕월동)
24695,대전 유천 이티,34977,대전광역시 중구 유천로17번안길 52
24702,안동 호텔,36701,경상북도 안동시 문화광장길 40-11
24703,안동 윈(WIN) 호텔,36657,경상북도 안동시 옥명길 28
24707,부산 화명동 아바,46527,부산광역시 북구 화명대로 6
24709,신림 YAJA 신림점,08754,서울 관악구 신림로66길 19 (신림동)
24710,둔촌 S,05370,서울 강동구 진황도로 200 (둔촌동)
24715,부산 남포동 리자인 호텔(LESIGN HOTEL),48981,부산광역시 중구 보수대로 8-3 (남포동6가)
24716,청주 아리아 무인텔,28528,충청북도 청주시 상당구 남사로93번길 27-2
24717,안산 캔,15361,경기도 안산시 단원구 중앙대로 907 (안산종합상가)
24723,강릉(정동진) 호텔 모텔 탑스빌,25631,강원도 강릉시 강동면 헌화로 1007-34
24726,대구 두류 호텔 오유,41851,대구광역시 서구 서대구로 47
24727,청주 청원 궁,28185,충청북도 청주시 서원구 남이면 청남로 1049
24728,부산 명지 W,46773,부산광역시 강서구 르노삼성대로 598
24729,대구 서부정류장 앤(ANNE),42479,대구광역시 남구 대명로 27-2
24731,파주 락 무인텔,10858,경기도 파주시 탄현면 새오리로161번길 53-48
24732,대구 성서 웨이브 호텔,42714,대구 달서구 성서공단로11길 12-12 (호림동)
24736,수유 러쉬(LUSH),01062,서울특별시 강북구 오패산로79길 10 (번동)
24737,전주 우아동 허브,55023,전라북도 전주시 덕진구 정언신로 170 (우아동2가)
24740,전주 덕진동 HOTEL THE H(더 에이치),54897,전라북도 전주시 덕진구 덕진연못3길 9-1
24741,서울대입구 ZIP,08788,서울 관악구 남부순환로224길 32 (봉천동)
24747,통영 와우,53014,경상남도 통영시 광도면 죽림5로 35
24748,부산 범일동 수채화,48744,부산 동구 범일로102번길 20-4 (범일동)
24752,수원 영통 호텔 1가(家),16704,경기도 수원시 영통구 반달로 121
24754,부산역 샤이어,48815,부산광역시 동구 초량로13번길 29-3
24762,부산 다대포 6월,49524,부산광역시 사하구 다대로 567-3 (다대동)
24767,성남 HOTEL월 - 모란역점,13363,경기 성남시 중원구 제일로74번길 3 (성남동)
24768,구리 POP,11927,경기 구리시 안골로57번길 10-6 (수택동)
24771,여수 호텔 식스티,59689,전라남도 여수시 시청동3길 30-2
24774,전주 우아동 호텔 자우리,55023,전라북도 전주시 덕진구 아중4길 13-4 (우아동2가)
24778,수원역 M,16456,경기도 수원시 팔달구 향교로 50-1 (매산로2가)
24779,부산 서동 V1,46333,부산광역시 금정구 공단로 15 (금사동)
24780,춘천 명동호텔,24352,강원 춘천시 아침길 12 (조양동)
24785,인천(송도) 로뎀,21946,인천 연수구 능허대로179번길 18-10 (옥련동)
24788,대구 성서 노리,42713,대구광역시 달서구 성서공단로15길 59 (호산동)
24790,양산 중부동 아이엠,50629,경상남도 양산시 양산역8길 15(중부동)
24793,시흥 버니,15036,경기도 시흥시 서촌상가3길 7-5
24796,대구 동대구역 레지던스R 호텔,41251,대구광역시 동구 동부로26길 61
24800,부산 송도 아바,49269,부산광역시 서구 송도해변로 183
24802,부산 서면 숨,47257,부산 부산진구 서면문화로 29-8
24804,포천 M,11186,경기도 포천시 소흘읍 광릉수목원로 679
24806,부산 구서동 로즈베이 호텔,46273,부산광역시 금정구 금정로237번길 34 (구서동)
24807,포천(송우리) 썸,11175,경기도 포천시 소흘읍 송우로30번길 2-25
24815,대구 죽전 비앤비(B&B),42688,대구광역시 달서구 달구벌대로304길 3
24816,종로 IMT,03192,서울특별시 종로구 수표로18가길 8
24822,울산 영남알프스 G7,44952,울산광역시 울주군 상북면 알프스온천로 223-18
24823,시흥 드라마,15062,경기도 시흥시 평안상가5길 7-7 (정왕동)
24824,안동 샾,36705,경상북도 안동시 영가로 10-1
24825,인천(도화) 호텔여행,22153,인천광역시 미추홀구 한나루로 588
24828,안산 뉴스타,15363,경기도 안산시 단원구 부부로 64 (원곡동)
24837,광주 하남 발리,62363,광주광역시 광산구 사암로171번길 90-10 (우산동)
24839,인천(구월동) 그랜드,21556,인천광역시 남동구 남동대로765번길 14
24842,대구 경북대 꼬모(como),41562,대구광역시 북구 대학로 140
24843,부산 서면 콤마,47353,부산 부산진구 황령대로7번길 20-3 (범천동)
24847,제천 레인,27169,충청북도 제천시 명륜로12길 8 (중앙로2가)
24853,창원 상남동 뷰티크호텔 궁(宮),51496,경상남도 창원시 성산구 마디미로44번길 7
24861,종로 호텔팝 리즈 프리미어,03139,서울특별시 종로구 수표로22길 16 (낙원동)
24862,울산 일산 아이,44057,울산광역시 동구 해수욕장1길 30
24864,포항 죽도시장 11AVENUE(11에비뉴),37745,경북 포항시 북구 죽도로40번길 11 (죽도동)
24866,동탄 루나,18455,경기 화성시 동탄중심상가1길 31 (반송동)
24868,부산 사상 MU,46963,부산광역시 사상구 사상로211번길 46
24873,영등포 호텔 홈,07304,서울 영등포구 영중로10길 32-2 (영등포동3가)
24879,광주 상무 S1 무인텔,61963,광주광역시 서구 상무연하로 3
24885,부산 서면 와우,47287,부산 부산진구 중앙대로691번가길 14-3
24886,종로 아비숑,03131,서울 종로구 율곡로6길 19 (운니동)
24887,신촌 모모,03780,서울특별시 서대문구 연세로2길 48
24889,청주 JOY 호텔,28388,충북 청주시 흥덕구 풍년로205번길 49 (가경동)
24891,천안 애플,31146,충청남도 천안시 서북구 양지10길 34 (서광)
24892,안성 모차,17501,경기도 안성시 양성면 어진로 961
24893,동탄 애니콜,18455,경기도 화성시 노작로 149
24895,문경 올레,36970,경상북도 문경시 중앙4길 36 (점촌동)
24896,용산 뉴월드 호텔,04352,서울 용산구 한강대로84길 21-13 (남영동)
24898,안양 펠리스,14034,경기도 안양시 만안구 안양로138번길 41 (안양동)
24899,인천(검단) 데이앤나잇(DAY&NIGHT),22636,인천광역시 서구 완정로117번길 39
24903,논산 딸기,32917,충청남도 논산시 부적면 예학로 253-8
24905,포항 영일대 디자인모텔 A2,37708,경상북도 포항시 북구 해안로 99-1
24906,잠실 쿠키,05542,서울특별시 송파구 올림픽로32길 8 (방이동)
24913,영등포 씨엘(CL),07301,서울특별시 영등포구 영신로32길 8 (영등포동4가)
24914,안성 버킹검,17514,경기도 안성시 삼죽면 삼죽로 16
24916,대전 용전 엑스와이엠,34550,대전광역시 동구 한밭대로1314번길 5 (용전동)
24929,경산 리베라,38660,경상북도 경산시 경산로44길 3-8 (옥산동)
24934,울산 범서읍 VOA,44918,울산 울주군 범서읍 두동로 672
24935,아산 하얏트,31507,충남 아산시 시민로409번길 22-1
24939,천안 KNOX HOTEL,31110,충청남도 천안시 서북구 성정공원6길 61
24946,시흥 궁,15062,경기 시흥시 평안상가1길 27 (정왕동)
24949,포항 대잠동 퐁네프,37761,경상북도 포항시 남구 희망대로659번길 19
24954,인천(작전동) RG,21079,인천광역시 계양구 계양문화로29번길 3
24958,대전 유성 발렌타인,34170,대전광역시 유성구 장대로 20-19
24959,송탄 W호텔,17761,경기도 평택시 지산로12번길 35
24960,예산 A2 호텔 디자이너스,32406,충청남도 예산군 덕산면 온천단지1로 67
24961,화곡 MS,07777,서울특별시 강서구 곰달래로24길 30
24964,산본 짬(ZZAM),15865,경기도 군포시 산본로323번길 10-26
24966,부산 남포동 엘리제,48951,부산광역시 중구 대청로126번길 22
24973,목포 하당 무인호텔,58747,전라남도 목포시 원형로 26
24974,광주 상무 숲,61963,광주광역시 서구 상무중앙로28번길 22
24976,대전 유성 렉시,34186,대전광역시 유성구 온천로107번길 37
24979,안동 초콜릿,36751,경상북도 안동시 강남1길 145-15 (정하동)
24981,대전 대흥 로지 호텔,34927,대전광역시 중구 대종로452번길 48 (대흥동)
24983,대전 용문 호텔 SM,35300,대전광역시 서구 계룡로 636번길 14-13
24993,제주 한림 이쁜새이쁘게노래하고,63011,제주특별자치도 제주시 한림읍 협재로 68-5
24997,광주 첨단 아바타호텔,62274,광주광역시 광산구 첨단중앙로152번길 6-25 (쌍암동)
24999,춘천 N,24239,강원 춘천시 구마니길 26 (삼천동)
25003,충주 더 이너스호텔,27387,충청북도 충주시 성서2길 19
25009,부산 광안리 문 베이 호텔,48303,부산광역시 수영구 남천바다로33번길 51
25012,동탄 코지,18455,경기도 화성시 동탄중심상가1길 27
25013,월계(석계역) 갤러리호텔,01914,서울특별시 노원구 화랑로 343
25018,대전 중리 페이지호텔,34394,대전광역시 대덕구 중리로7번길 14-5 (중리동)
25028,종로 POP3,03139,서울특별시 종로구 수표로22길 10
25032,경주 티포인트 무인텔,38174,경상북도 경주시 동방원길 5
25035,종로(대학로) 장미여관,03078,서울특별시 종로구 대명1길 18
25038,종로 HOTEL STAR,03139,서울특별시 종로구 돈화문로9길 29
25040,계룡 호텔 비너스,32804,충청남도 계룡시 엄사면 번영1길 6-19
25047,종로 POP2,03139,서울특별시 종로구 수표로22길 14
25049,의정부 씨-라인(C-LINE),11651,경기 의정부시 신흥로232번길 5-24 (의정부동)
25060,강릉 BR,25544,강원도 강릉시 중앙시장3길 15-4 (성남동)
25061,전주 우아동 호텔 젠,55023,전라북도 전주시 덕진구 아중4길 14-4
25065,대전 월평 컨티뉴 대전점,35222,대전 서구 월평로 53-9
25066,서초 유원호텔 남부터미널,06653,서울특별시 서초구 반포대로12길 29 (서초동)
25068,홍성 조이 모텔,32250,충청남도 홍성군 홍성읍 홍덕서로 203-11
25072,여수 신생,59733,전라남도 여수시 충무2길 8
25073,부산 초읍 루,47124,부산광역시 부산진구 성지로153번길 9
25074,음성 아리아 Drive-in,27643,충청북도 음성군 금왕읍 대금로 1089-35
25078,포항 죽도시장 바나나 비즈텔,37735,경상북도 포항시 북구 중앙상가7길 2
25082,광양 S,57788,전남 광양시 광장로 148-4
25083,음성 숲속의 일곱난장이 무인텔,27720,충청북도 음성군 원남면 충청대로 865
25088,한성대입구(혜화) 메이,02861,서울특별시 성북구 동소문로8길 23
25091,신림 K2,08754,서울특별시 관악구 신림로64길 29 (신림동)
25094,청주 Xi-an(시안호텔),28397,충청북도 청주시 흥덕구 경산로5번길 11
25097,담양 갤러리 무인텔,57333,전라남도 담양군 담양읍 외다길 8
25098,동탄 시크릿,18453,경기도 화성시 동탄중심상가2길 11 (반송동)
25102,신림 뉴스타,08760,서울특별시 관악구 신림로 353-7
25103,인천(송도) me2,21946,인천광역시 연수구 능허대로191번길 12
25106,부산 송정 애플,48070,부산광역시 해운대구 송정중앙로15번길 21 (송정동)
25111,인천(소래포구) 카카오,21673,인천광역시 남동구 소래역로30번길 22 (논현동)
25113,대전 유성 피카소,34169,대전광역시 유성구 장대로 16-20 (봉명동)
25115,수원(인계동) Boutique 엘가,16490,경기도 수원시 팔달구 권광로175번길 28
25116,광주 광천동 H 무인텔,61917,광주광역시 서구 죽봉대로 102번길 10
25118,서울대입구 담,08788,서울 관악구 남부순환로226길 24 (봉천동)
25121,계룡 오페라,32832,충청남도 계룡시 금암로 130-17
25122,신림 루쏘,08754,서울 관악구 신림로64길 38
25123,동탄 투헤븐,18453,경기도 화성시 동탄중심상가2길 29 (반송동)
25124,광주 신안동 이끌림호텔 아드리아점,61250,광주광역시 북구 중흥로83번길 8-8 (신안동)
25132,부산 송정 V,48070,부산광역시 해운대구 송정중앙로39번길 2-9 (송정동)
25133,목포 T 무인텔,58752,전라남도 목포시 번화로 82
25134,청주 12번길 (구 넘버25 청주터미널점),28365,충청북도 청주시 흥덕구 비하로12번길 39 (넘버25호텔 청주터미널점)
25135,김해 어방동 7,50930,경상남도 김해시 인제로65번길 12 (어방동)
25137,안산 Design Hotel XYM,15361,경기 안산시 단원구 고잔1길 63 (고잔동)
25140,대전 대사 호텔 버스,34945,대전 중구 계룡로921번길 16
25143,경주 드림힐,38153,경상북도 경주시 태종로791번길 22-2
25145,울산 일산 브이,44057,울산 동구 해수욕장10길 112 (일산동)
25153,경주 TOP(탑),38174,경상북도 경주시 동방원길 8
25157,김해 어방동 아모르호텔,50844,경상남도 김해시 분성로529번길 3
